Entity;Text;Start;End;Name
Organization;NetStream Communications, Pac West Telecomm and Zama Networks all lease space in the office park.;0;24;NetStream Communications
Organization;NetStream Communications, Pac West Telecomm and Zama Networks all lease space in the office park.;26;43;Pac West Telecomm
Organization;NetStream Communications, Pac West Telecomm and Zama Networks all lease space in the office park.;48;61;Zama Networks
Organization;After building Exodus' first Tukwila facility in 1997, Sabey has become an expert in the arena and now has facilities either under management or development in Los Angeles, Spokane and Denver.;15;21;Exodus
Location;After building Exodus' first Tukwila facility in 1997, Sabey has become an expert in the arena and now has facilities either under management or development in Los Angeles, Spokane and Denver.;160;171;Los Angeles
Location;After building Exodus' first Tukwila facility in 1997, Sabey has become an expert in the arena and now has facilities either under management or development in Los Angeles, Spokane and Denver.;173;180;Spokane
Location;After building Exodus' first Tukwila facility in 1997, Sabey has become an expert in the arena and now has facilities either under management or development in Los Angeles, Spokane and Denver.;185;191;Denver
Location;As more people access the Internet and conduct bandwidth-heavy tasks such as listening to online music, Poole said the need for co-location space in Seattle continues to escalate.;149;156;Seattle
Location;But it is not just Seattle.;19;26;Seattle
Location;The need for data center space is growing at a rapid clip at many technology hubs throughout the country, causing similar concerns among utilities in places such as Texas and California.;175;185;California
Organization;Exodus, one of the largest providers of co-location space, plans to nearly double the amount of space it has by the end of the year.;0;6;Exodus
Organization;While companies such as Amazon.com run their own server farms, many high-tech companies have decided to outsource the operations to companies such as Exodus that may be better prepared for dealing with Internet traffic management.;24;34;Amazon.com
Organization;While companies such as Amazon.com run their own server farms, many high-tech companies have decided to outsource the operations to companies such as Exodus that may be better prepared for dealing with Internet traffic management.;150;156;Exodus
Organization;We have 2 million square feet of space under construction and we plan to double our size in the next nine months , yet there is more demand right now than data center space, said Steve Porter, an account executive at Exodus in Seattle.;217;223;Exodus
Location;We have 2 million square feet of space under construction and we plan to double our size in the next nine months , yet there is more demand right now than data center space, said Steve Porter, an account executive at Exodus in Seattle.;227;234;Seattle
Location;It accelerates in a quantum way what you have to do to serve the growth, said Seattle City Light's Royer. ;78;85;Seattle
Person;  Ina, Can you pull Tori K.'s and Martin Cuilla's resumes and past performance reviews from H.R.;34;47;Martin Cuilla
Person;Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000;13;28;Phillip K Allen
Date;Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000;40;50;09/06/2000
Time;10:44 AM;0;8;10:44 AM
Date;John J Lavorato@ENRON 09/06/2000;22;32;09/06/2000
Time;05:39 AM;0;8;05:39 AM
Person;Phillip K Allen/HOU/ECT@ECT cc:;0;15;Phillip K Allen
Person;Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000;13;28;Phillip K Allen
Date;Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000;40;50;09/05/2000
Time;01:50 PM;0;8;01:50 PM
Person;--------------------------- Christi Smith <christi.smith@lrinet.com> on 09/05/2000 11:40:59 AM;28;41;Christi Smith
Date;--------------------------- Christi Smith <christi.smith@lrinet.com> on 09/05/2000 11:40:59 AM;72;82;09/05/2000
Person;To: <Phillip.K.Allen@enron.com> cc: Debbie Nowak (E-mail) <dnowak@enron.com;36;48;Debbie Nowak
Person;From: Christi Smith [mailto:christi.smith@lrinet.com];6;19;Christi Smith
Time;Sent: Thursday, August 31, 2000 10:33 AM;6;14;Thursday
Time;Sent: Thursday, August 31, 2000 10:33 AM;16;22;August
Person;"Debbie Nowak (E-mail);";0;12;Debbie Nowak
Person;Deborah Evans (E-mail);0;13;Deborah Evans
Person;Receipt of Team Selection Form - Executive Impact & Influence Program Importance: High Hi Phillip.;90;97;Phillip
Person;Thank you for your assistance Phillip.;30;37;Phillip
Person;Christi L. Smith Project Manager for Client Services Keilty, Goldsmith & Company 858/450;0;16;Christi L. Smith
Organization;Christi L. Smith Project Manager for Client Services Keilty, Goldsmith & Company 858/450;61;80;Goldsmith & Company
Person;Phillip K Allen [mailto:Phillip.K.Allen@enron.com];0;15;Phillip K Allen
Time;Sent: Thursday, August 31, 2000 12:03 PM;6;14;Thursday
Time;Sent: Thursday, August 31, 2000 12:03 PM;16;22;August
Time;Sent: Thursday, August 31, 2000 12:03 PM;32;40;12:03 PM
Person;John Lavorato-M Mike Grigsby-D;0;13;John Lavorato
Person;John Lavorato-M Mike Grigsby-D;16;28;Mike Grigsby
Person;Keith Holst-D;0;11;Keith Holst
Person;Frank Ermis-D;0;11;Frank Ermis
Person;Steve South-D;0;11;Steve South
Person;Janie Tholt-D;0;11;Janie Tholt
Person;Scott Neal-P;0;10;Scott Neal
Person;Hunter Shively-P;0;14;Hunter Shively
Person;Tom Martin-P;0;10;Tom Martin
Person;John Arnold-P;0;11;John Arnold
Person; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000;37;52;Phillip K Allen
Date; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000;64;74;09/05/2000
Person;From: Phillip K Allen 08/29/2000 02:20 PM;6;21;Phillip K Allen
Time;Mark, Here is a spreadsheet detailing our September Socal trades.;42;51;September
Person;Phillip;0;7;Phillip
Person; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/01/2000;37;52;Phillip K Allen
Date; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/01/2000;64;74;09/01/2000
Organization;Enron North America Corp.;0;5;Enron
Location;Enron North America Corp.;6;19;North America
Person;From: Matt Motley 09/01/2000 08:53 AM;6;17;Matt Motley
Date;From: Matt Motley 09/01/2000 08:53 AM;18;28;09/01/2000
Time;From: Matt Motley 09/01/2000 08:53 AM;29;37;08:53 AM
Person;Phillip K Allen/HOU/ECT@ECT cc:;0;15;Phillip K Allen
Person;FYI -- - Ray Niles on Price Caps.pdf  Richard, Compare your california production to the numbers in the 2000 California Gas Report.;38;45;Richard
Location;FYI -- - Ray Niles on Price Caps.pdf  Richard, Compare your california production to the numbers in the 2000 California Gas Report.;109;119;California
Product;FYI -- - Ray Niles on Price Caps.pdf  Richard, Compare your california production to the numbers in the 2000 California Gas Report.;120;123;Gas
Product;Cooper, Can you give access to the new west power site to Jay Reitmeyer.;44;49;power
Person;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000;0;7;Phillip
Person;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000;44;59;Phillip K Allen
Date;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000;71;81;08/31/2000
Time;01:13 PM;0;8;01:13 PM
Person;--------------------------- Christi Smith <christi.smith@lrinet.com> on 08/31/2000 10:32:49 AM;28;41;Christi Smith
Date;--------------------------- Christi Smith <christi.smith@lrinet.com> on 08/31/2000 10:32:49 AM;72;82;08/31/2000
Time;--------------------------- Christi Smith <christi.smith@lrinet.com> on 08/31/2000 10:32:49 AM;83;94;10:32:49 AM
Person;To: <Phillip.K.Allen@enron.com> cc: Debbie Nowak (E-mail) <dnowak@enron.com>, Deborah Evans (E-mail) <debe@fsddatasvc.com;36;48;Debbie Nowak
Person;To: <Phillip.K.Allen@enron.com> cc: Debbie Nowak (E-mail) <dnowak@enron.com>, Deborah Evans (E-mail) <debe@fsddatasvc.com;78;91;Deborah Evans
Person;Subject: Receipt of Team Selection Form - Executive Impact & Influence Program Hi Phillip.;82;89;Phillip
Person;Thank you for your assistance Phillip.;30;37;Phillip
Person;Christi L. Smith Project Manager for Client Services;0;16;Christi L. Smith
Organization;Keilty, Goldsmith & Company 858/450;8;27;Goldsmith & Company
Person;Phillip K Allen [mailto:Phillip.K.Allen@enron.com];0;15;Phillip K Allen
Time;Sent: Thursday, August 31, 2000 12:03 PM;6;14;Thursday
Time;Sent: Thursday, August 31, 2000 12:03 PM;16;22;August
Time;Sent: Thursday, August 31, 2000 12:03 PM;32;40;12:03 PM
Person;John Lavorato-M Mike Grigsby-D;0;13;John Lavorato
Person;John Lavorato-M Mike Grigsby-D;16;28;Mike Grigsby
Person;Keith Holst-D;0;11;Keith Holst
Person;Frank Ermis-D;0;11;Frank Ermis
Person;Steve South-D;0;11;Steve South
Person;Janie Tholt-D;0;11;Janie Tholt
Person;Scott Neal-P;0;10;Scott Neal
Person;Hunter Shively-P;0;14;Hunter Shively
Person;Tom Martin-P;0;10;Tom Martin
Person;John Arnold-P;0;11;John Arnold
Person;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/01/2001;36;51;Phillip K Allen
Date;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/01/2001;63;73;05/01/2001
Time;2:14 PM --------------------------- Outlook Migration Team@ENRON;0;7;2:14 PM
Date;04/27/2001 01:00 PM To:=09Allison Horton/NA/Enron@ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bang=;0;10;04/27/2001
Time;04/27/2001 01:00 PM To:=09Allison Horton/NA/Enron@ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bang=;11;19;01:00 PM
Person;04/27/2001 01:00 PM To:=09Allison Horton/NA/Enron@ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bang=;57;66;Amir Baig
Person;Brian Ellis/Corp/Enron@Enron,;0;11;Brian Ellis
Person;Charles Philpott/HR/Cor=;0;16;Charles Philpott
Person;p/Enron@ENRON, Chris P Wood/NA/Enron@Enron, Chris Tull;15;27;Chris P Wood
Person;p/Enron@ENRON, Chris P Wood/NA/Enron@Enron, Chris Tull;44;54;Chris Tull
Time;ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro= n, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison;27;31;June
Person;ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro= n, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison;48;61;Donald Sutton
Person;ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro= n, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison;80;98;Felicia Buenrostro
Person;ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro= n, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison;120;135;Johnna Morrison
Person;/Corp/Enron@ENRON= , Joe Dorn/Corp/Enron@ENRON, Kathryn Schultea/HR/Corp/Enron@ENRON, Leon McD=;21;29;Joe Dorn
Person;/Corp/Enron@ENRON= , Joe Dorn/Corp/Enron@ENRON, Kathryn Schultea/HR/Corp/Enron@ENRON, Leon McD=;48;64;Kathryn Schultea
Person;owell/NA/Enron@ENRON, Leticia Barrios/Corp/Enron@ENRON,;22;37;Leticia Barrios
Person;p/Enron@ENRON, Raj Perubhatla/Corp/Enron@Enron, Shekar Komatireddy/NA/Enron=;15;29;Raj Perubhatla
Person;p/Enron@ENRON, Raj Perubhatla/Corp/Enron@Enron, Shekar Komatireddy/NA/Enron=;48;66;Shekar Komatireddy
Person;@Enron, Andrea Yowman/Corp/Enron@ENRON, Angie O'Brian/HR/Corp/Enron@ENRON, =;8;21;Andrea Yowman
Person;@Enron, Andrea Yowman/Corp/Enron@ENRON, Angie O'Brian/HR/Corp/Enron@ENRON, =;40;53;Angie O'Brian
Person;Bonne Castellano/HR/Corp/Enron@ENRON, Gwynn Gorsuch/NA/Enron@ENRON,;38;51;Gwynn Gorsuch
Person;= Matson/Corp/Enron@ENRON, LaQuitta Washington/HR/Corp/Enron@ENRON, Rick John=;27;46;LaQuitta Washington
Person;son/HR/Corp/Enron@ENRON, Sandra Lighthill/HR/Corp/Enron@ENRON, Valeria A;25;41;Sandra Lighthill
Person;Ho= pe/HOU/ECT@ECT, Charlotte Brown/HR/Corp/Enron@ENRON, Ronald Fain/HR/Corp/En=;20;35;Charlotte Brown
Person;Ho= pe/HOU/ECT@ECT, Charlotte Brown/HR/Corp/Enron@ENRON, Ronald Fain/HR/Corp/En=;57;68;Ronald Fain
Person;ron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON,= Keith Jones/HR/Corp/Enron@ENRON,;11;21;Gary Fitch
Person;ron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON,= Keith Jones/HR/Corp/Enron@ENRON,;43;54;Anna Harris
Person;ron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON,= Keith Jones/HR/Corp/Enron@ENRON,;77;82;Keith
Person;Kristi Monson/NA/Enron@Enron, Bobbie McNi=;0;13;Kristi Monson
Person;el/HR/Corp/Enron@ENRON, John Stabler/HR/Corp/Enron@ENRON,;24;36;John Stabler
Person;A/Enron@Enron, James Gramke/NA/Enron@ENRON, Blair Hicks/NA/Enron@ENRON, Jen=;15;27;James Gramke
Person;A/Enron@Enron, James Gramke/NA/Enron@ENRON, Blair Hicks/NA/Enron@ENRON, Jen=;44;55;Blair Hicks
Organization;Enron Communications@Enron Communications, Jim Lit=;0;5;Enron
Person;Enron Communications@Enron Communications, Jim Lit=;43;46;Jim
Person;tle/Enron@EnronXGate, Dale Lukert/NA/Enron@ENRON,;22;33;Dale Lukert
Person;Donald Martin/NA/;0;13;Donald Martin
Person;RON, Andrew Mattei/NA/Enron@ENRON,;5;18;Andrew Mattei
Person;Darvin Mitchell/NA/Enron@ENRON, Mark Old=;0;15;Darvin Mitchell
Person;Ramon Pizarro/ENRON_DEVE=;0;13;Ramon Pizarro
Person;LOPMENT@ENRON_DEVELOPMENT, Natalie Rau/NA/Enron@ENRON, William Redick/NA/En=;27;38;Natalie Rau
Person;LOPMENT@ENRON_DEVELOPMENT, Natalie Rau/NA/Enron@ENRON, William Redick/NA/En=;55;69;William Redick
Person;ON, Gary Simmons/NA/Enron@Enron, Delaney Trimble/NA/Enron@ENRON, David Upto= n/NA/Enron@ENRON, Mike Boegler/HR/Corp/Enron@ENRON,;95;99;Mike
Person;Gabriel Franco/NA/Enron@Enron, Randy Gross/HR/Corp/Enron@Enron, =;0;14;Gabriel Franco
Person;Gabriel Franco/NA/Enron@Enron, Randy Gross/HR/Corp/Enron@Enron, =;31;36;Randy
Person;Arthur Johnson/HR/Corp/Enron@Enron, Danny Jones/HR/Corp/Enron@ENRON, John O= gden;0;14;Arthur Johnson
Person;Lance Stanley/HR/Corp/Enron@ENRON, Frank Ermis/HOU/ECT@ECT, J=;35;46;Frank Ermis
Person;/HOU/ECT@ECT, Keith Holst/HOU;14;25;Keith Holst
Person;/ECT@ect= , Matthew Lenhart/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT, Monique Sanchez/HO=;41;53;Mike Grigsby
Person;/ECT@ect= , Matthew Lenhart/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT, Monique Sanchez/HO=;67;82;Monique Sanchez
Person;Phillip K Allen/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT, Tori Kuy=;0;15;Phillip K Allen
Person;Phillip K Allen/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT, Tori Kuy=;29;42;Randall L Gay
Person;kendall/HOU/ECT@ECT, Brenda H Fletcher/HOU/ECT@ECT,;21;27;Brenda
Person;Mike Potter/NA/Enron@Enron, Na=;0;4;Mike
Person;Suzanne Calcagno/NA/Enron@Enron, Alvin Thompson;33;47;Alvin Thompson
Person;/Co= rp/Enron@Enron, Cynthia Franklin/Corp/Enron@ENRON, Jesse Villarreal/HOU/ECT= @ECT, Joan Collins/HOU/EES@EES, Joe A Casas/HOU/ECT@ECT, Kelly Loocke/ENRON= @enronXgate, Lia Halstead/NA/Enron@ENRON, Meredith Homco/HOU/ECT@ECT, Rober=;21;37;Cynthia Franklin
Organization;Tracy Wood/NA/Enron@ENRON, Gabriel Fuzat/Enron Communications@Enron Commun= ications, Jack Netek/Enron Communications@Enron Communications, Lam Nguyen/=;41;46;Enron
Organization;Tracy Wood/NA/Enron@ENRON, Gabriel Fuzat/Enron Communications@Enron Commun= ications, Jack Netek/Enron Communications@Enron Communications, Lam Nguyen/=;97;102;Enron
Person;Jessica Hangach/NYC/MGUSA@MGUSA, Kathy Gagel/NYC/MGUSA@MGUSA, Lisa Goulart/=;33;38;Kathy
Product;(Desktop, Laptop, Both);0;9;(Desktop,
Product;(Desktop, Laptop, Both);10;17;Laptop,
Time;What are your normal work hours?;26;31;hours
Person;To (MM/DD/YY): =20  John Lavorato-M;20;33;John Lavorato
Person;Mike Grigsby-D;0;12;Mike Grigsby
Person;Keith Holst-D;0;11;Keith Holst
Person;Frank Ermis-D;0;11;Frank Ermis
Person;Steve South-D;0;11;Steve South
Person;Janie Tholt-D;0;11;Janie Tholt
Person;Scott Neal-P;0;10;Scott Neal
Person;Hunter Shively-P;0;14;Hunter Shively
Person;Tom Martin-P;0;10;Tom Martin
Person;John Arnold-P ;0;11;John Arnold
Person;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000;36;51;Phillip K Allen
Date;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000;63;73;08/31/2000
Person;From: Phillip K Allen 08/29/2000 02:20 PM;6;21;Phillip K Allen
Time;Mark, Here is a spreadsheet detailing our September Socal trades.;42;51;September
Person;Phillip;0;7;Phillip
Person; Greg, Got your message.;1;5;Greg
Person;Keith Why are his requests coming to me?;0;5;Keith
Time;Here is a spreadsheet detailing our September Socal trades.;36;45;September
Person;Phillip;0;7;Phillip
Time; Mark, Were you able to log in to enron online and find socal today?;62;67;today
Time;I will follow up with a list of our physical deals done yesterday and today.;56;65;yesterday
Time;I will follow up with a list of our physical deals done yesterday and today.;70;75;today
Person;Phillip;0;7;Phillip
Person;Brenda;0;6;Brenda
Location;Can you send me your address in College Station.;32;47;College Station
Person;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/28/2000;0;7;Phillip
Person;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/28/2000;44;59;Phillip K Allen
Date;Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/28/2000;71;81;08/28/2000
Time;01:39 PM ---------------------------;0;8;01:39 PM
Person;Kristian J Lande;0;16;Kristian J Lande
Date;08/24/2000;0;10;08/24/2000
Time;03:56 PM;0;8;03:56 PM
Person;Jake Thomas/HOU/ECT@ECT,;0;11;Jake Thomas
Person;Laird Dyer/SF/ECT@ECT, Jim Buerkle/PDX/ECT@ECT,;23;26;Jim
Person;Jim Gilbert/PDX/ECT@ECT,;0;3;Jim
Person;Terry W Donovan/HOU/ECT@ECT, Jeff G;29;33;Jeff
Person;Tim Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT,;0;3;Tim
Person;Tim Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT,;51;62;Matt Motley
Person;Phillip K Allen/HOU/ECT@ECT;0;15;Phillip K Allen
Time;Report as of August 24, 2000  Mark,;13;19;August
Person;(713)853-7041 or Kathy Moore, EnronOnline HelpDesk, 713/853-HELP (4357).;17;22;Kathy
Person;Phillip Allen;0;13;Phillip Allen
Product;I listed the days during bidweek that reflected financial trading for Socal Index and the actual gas daily prints before and after bidweek.;97;100;gas
Time;The following observations can be made: July 1.;40;44;July
Location;The basis market anticipated a Socal/San Juan spread of .81;37;45;San Juan
Product;Socal Gas Daily Swaps are trading at a significant premium.;6;9;Gas
Location;The basis market anticipated a Socal/San Juan spread of 1.04 vs actual of .99;37;45;San Juan
Product;Gas daily spreads were much wider before and after bidweek than the monthly postings 4.;0;3;Gas
Product;Socal Gas Daily Swaps are trading at a significant premium.;6;9;Gas
Organization;Enron Online will allow you to monitor the value of financial swaps against the index, as well as, spreads to other locations.;0;5;Enron
Person;Phillip ;0;7;Phillip
Person;Alan, You should have received updated numbers from Keith Holst.;52;63;Keith Holst
Person;Phillip Suzanne, Can you give me more details or email;0;7;Phillip
Time;Otherwise any afternoon next week would be fine;29;33;week
Person;Phillip Colleen, Please add Mike Grigsby to the distribution.;0;15;Phillip Colleen
Person;Phillip Colleen, Please add Mike Grigsby to the distribution.;28;40;Mike Grigsby
Person;Phillip ;0;7;Phillip
Person;Brad, With regard to Tori Kuykendall, I would like to promote her to commercial manager instead of converting her from a commercial support manager to an associate.;0;4;Brad
Person;Martin Cuilla on the central desk is in a similiar situation as Tori.;0;13;Martin Cuilla
Person;Phillip;0;7;Phillip
Person;Phillip Lucy, The rent roll spreadsheet is starting to look better.;0;12;Phillip Lucy
Person;Phillip;0;7;Phillip
Person;Lucy, I got your email with the attachment.;0;4;Lucy
Time;Let's work together today to get this done;20;25;today
Person;Phillip;0;7;Phillip
Person;you have my approval Lucy, We can discuss your email later.;21;25;Lucy
Time;It is 2:00.;6;10;2:00
Person;Phillip Lucy,;0;12;Phillip Lucy
Time;Please open this excel file and input the rents and names due for this week.;71;75;week
Time;You will need to get the usage for that meter for the last 12 months.;59;68;12 months
Person;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/30/2001 11:21 AM ---------------------------;36;51;Phillip K Allen
Person;Alan Comnes 04/27/2001 01:38 PM;0;11;Alan Comnes
Location;Alan Comnes 04/27/2001 01:38 PM;12;22;04/27/2001
Time;Alan Comnes 04/27/2001 01:38 PM;23;31;01:38 PM
Person;Phillip K Allen/HOU/ECT@ECT cc:;0;15;Phillip K Allen
Person;Phillip, I got this request.;0;7;Phillip
Product;On the gas side, I think Kean/Lay need an update to a table you prepared for me a few months ago, which I've attached..;7;10;gas
Person;Alan Comnes;0;11;Alan Comnes
Person;Forwarded by Alan Comnes/PDX/ECT on 04/27/2001 01:42 PM;13;24;Alan Comnes
Date;Forwarded by Alan Comnes/PDX/ECT on 04/27/2001 01:42 PM;36;46;04/27/2001
Time;Forwarded by Alan Comnes/PDX/ECT on 04/27/2001 01:42 PM;47;52;01:42
Organization;04/27/2001 12:44 PM;0;10;04/27/2001
Person;Alan Comnes/PDX/ECT@ECT,;0;11;Alan Comnes
Person;Jeff Dasovich/NA/Enron@Enron;0;4;Jeff
Person;Paul Kaufman/PDX/ECT@ECT, Richard Shapiro/NA;26;33;Richard
Product;Alan, Steve has asked that you update the power point below so that it reflects all of the stupid regulatory/legislative decisions since the beginning of the year.;42;47;power
Time;Ken wants to have this updated chart in his briefing book for next week's Ken Lay Tour to CA.;67;71;week
Product;He also wants a forward price curve for both gas and power in CA.;45;48;gas
Product;He also wants a forward price curve for both gas and power in CA.;53;58;power
Time;Can we get these three documents by Monday afternoon?;36;42;Monday
Product;Gas Sales 916,000/day x 365 days = 334,340,000/year;0;3;Gas
Product;Estimated Gas Prices $985,721,000/334,340,000=;10;13;Gas
Product;$2.95/mcf Actual gas prices are around $1.00/mcf higher and rising.;17;20;gas
Product;Recalc of EPS with more accurate gas prices: (334,340,000 mct X;33;36;gas
Product;That is just a back of the envelope valuation based on gas prices.;55;58;gas
Product;Gas 34;0;3;Gas
Person;Thank you, Phillip;11;18;Phillip
Person; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;37;52;Phillip K Allen
Date; ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;64;74;08/20/2000
Time;05:39 PM --------------------------- Lucy Gonzalez <stagecoachmama@hotmail.com> on 08/15/2000 02:32:57 PM;0;8;05:39 PM
Person;05:39 PM --------------------------- Lucy Gonzalez <stagecoachmama@hotmail.com> on 08/15/2000 02:32:57 PM;37;41;Lucy
Date;05:39 PM --------------------------- Lucy Gonzalez <stagecoachmama@hotmail.com> on 08/15/2000 02:32:57 PM;83;93;08/15/2000
Time;05:39 PM --------------------------- Lucy Gonzalez <stagecoachmama@hotmail.com> on 08/15/2000 02:32:57 PM;94;105;02:32:57 PM
Person;Phillip, We have been working on different apartments today and having to listen to different, people about what Mary is saying should i be worried?;0;7;Phillip
Time;Phillip, We have been working on different apartments today and having to listen to different, people about what Mary is saying should i be worried?;54;59;today
Person;Thanx Lucy;6;10;Lucy
Person;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;36;51;Phillip K Allen
Date;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;63;73;08/20/2000
Time;05:38 PM --------------------------- Lucy Gonzalez;0;8;05:38 PM
Person;05:38 PM --------------------------- Lucy Gonzalez;37;41;Lucy
Date;> on 08/16/2000 02:44:36;5;15;08/16/2000
Time;> on 08/16/2000 02:44:36;16;24;02:44:36
Person;Phillip,;0;7;Phillip
Time;I bought today for #17;9;14;today
Person;Thanxs, Lucy;8;12;Lucy
Person;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;36;51;Phillip K Allen
Date;---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/20/2000;63;73;08/20/2000
Time;05:38 PM --------------------------- Lucy Gonzalez;0;8;05:38 PM
Person;05:38 PM --------------------------- Lucy Gonzalez;37;41;Lucy
Date;> on 08/17/2000 02:37:55;5;15;08/17/2000
Time;> on 08/17/2000 02:37:55;16;24;02:37:55
Person;Phillip, Today was one of those days because Wade had to go pay his fine;0;7;Phillip
Person;but Iwill E-Mail you tomorrow Lucy;30;34;Lucy
Organization;I checked into exercising options with Smith Barney, but Enron has some kind of exclusive with Paine Weber.;57;62;Enron
Person;I checked into exercising options with Smith Barney, but Enron has some kind of exclusive with Paine Weber.;95;106;Paine Weber
Product;Also can you look at EOG as a play on rising oil and gas prices.;53;56;gas
Person;Thanks, Phillip;8;15;Phillip
